,userid,lat,lng,center
623881,2652,41.91726627,-72.26222455,26
384951,1318,35.53162801,-108.7577318,0
728237,3129,42.81414198,-71.51027498,26
1008928,4678,30.26360797,-97.73956776,49
478022,1740,33.91752687,-117.56415619999999,46
118784,399,37.322365999999995,-122.03268529999998,5
817053,3420,36.08489875,-115.1490784,21
629259,2678,44.02561927,-92.45098485,12
1048176,4806,32.823739399999994,-97.06051582,3
264404,836,47.44500074,-122.30392350000001,10
676664,2896,32.99750596,-96.82935690000001,3
793561,3353,41.78744102,-87.74488449,17
600653,2515,33.12379997,-96.65708136,3
117585,392,39.04175,-94.5915388,14
1027046,4753,41.63081203,-87.93223398,17
949576,4379,37.61635606,-122.38615039999999,5
796040,3359,32.19530082,-96.89763373,3
466341,1674,40.7385177,-73.99140157,1
601629,2521,37.80688911,-122.42089709999999,5
437409,1515,36.74360173,-6.05780345,18
730963,3151,33.88091237,-98.52938297,3
178135,546,40.13886726,-82.96912066,34
217096,675,51.57306883,-0.33397793800000003,2
555077,2255,35.77763593,-78.63805532,13
129350,435,30.22094889,-97.75686264,49
958862,4466,37.79587898,-122.39378889999999,5
685916,2951,32.7543223,-97.33384487,3
887958,3833,30.50430997,-97.73145383,49
1008837,4678,30.26351531,-97.74016857,49
980194,4543,43.015455100000004,-79.22906352,33
821071,3436,35.10874805,-106.60178130000001,47
934015,4268,37.785410399999996,-122.39946869999999,5
156124,491,32.95915094,-97.06415995,3
398182,1359,43.65478556,-79.46275949,33
742725,3189,37.33271635,-121.9011855,5
480828,1759,39.30733094,-76.61553025,20
857570,3623,31.98332791,-102.0398859,47
964187,4486,37.96421814,-87.49236298,6
304333,984,51.54966707,-0.055033702000000004,2
695509,2996,38.6970015,-77.1434877,20
345204,1162,28.54016715,-81.38105929,22
653393,2798,40.74425362,-74.00284473,1
489756,1789,20.60460683,-100.3818142,35
281398,893,40.61612814,-89.46798276,31
966232,4491,43.66126096,-93.11394448,12
386813,1327,39.95298568,-75.16466975,43
289789,919,33.43139657,-111.9386029,0
463637,1661,26.39521586,-80.11832559,7
165272,520,33.450813399999994,-88.79779527,16
387231,1332,53.33993116,-2.976276925,27
652857,2789,38.62287252,-90.16536043,31
101913,346,38.96661648,-95.2358222,14
606939,2566,39.84950188,-104.673872,8
658104,2810,30.264627299999997,-97.73948193,49
165889,520,34.51560954,-88.63057137,6
801045,3382,32.43326124,-90.14703606,24
41686,170,34.13333568,-117.63810020000001,9
75727,252,30.27182937,-97.75332212,49
511653,1969,40.744283100000004,-74.17967383,1
867770,3694,30.48207212,-97.83300890000001,49
413874,1414,29.8201553,-95.51215597,41
983038,4564,33.55596395,-117.6293798,46
988005,4594,40.72896617,-73.98714781,1
175742,540,35.87395428,-78.58257272,13
896194,3914,30.52845268,-97.81158662,49
2583,5,30.27988816,-97.71981597,49
319598,1052,36.83974552,-119.72596440000001,5
660425,2821,39.75167683,-89.70711387,31
494942,1827,21.29907082,-157.8172731,4
787872,3339,26.36548953,-80.13101822,7
643671,2746,37.83577625,-122.292273,5
950575,4389,47.44341439,-122.3025513,10
588161,2410,36.01444047,-115.1313031,21
389824,1346,37.00513047,-121.6294612,5
319905,1052,33.07967787,-117.0669615,46
129426,435,37.78325693,-122.46041389999999,5
31334,131,30.30518796,-97.74554372,49
653215,2792,39.89111036,-86.11327284,34
922162,4161,26.36749937,-80.17191947,7
360059,1203,49.26660608,-123.0108732,10
428373,1479,41.23498282,-73.02799362,1
232188,725,37.94694763,-122.06048200000001,5
225543,695,40.00904091,-105.2764088,8
139766,457,37.78337549,-122.40860579999999,5
184318,567,40.52682595,-111.87188929999999,28
138285,447,33.8090812,-117.92290349999999,9
104614,350,30.15418767,-97.79389857,49
482371,1766,43.01046016,-81.27765431,40
935895,4280,47.61529109,-122.2038996,10
1000469,4648,33.01043505,-97.22194917,3
584118,2385,34.04694788,-118.2558905,9
39506,163,30.25044843,-97.75492072,49
35928,148,30.26907515,-97.74215341,49
981839,4551,32.76695328,-117.1949987,46
222031,687,41.81714057,-72.88890123,1
1019819,4730,33.7721549,-84.40405267,32
899140,3935,33.02693016,-96.84181899,3
73126,247,49.27775858,-122.85886289999999,10
184621,568,30.26097157,-97.75749564,49
388308,1336,39.96046446,-75.60526941,43
928225,4223,37.78970728,-122.4024179,5
488182,1786,28.3877174,-81.4898931,22
445089,1546,40.77813652,-73.97308932,1
207060,633,36.06128555,-95.85446835,25
102471,346,47.44291618,-122.3025341,10
766517,3258,29.74598397,-95.37533417,41
208265,636,19.70013245,-155.06247280000002,4
331714,1108,21.32149027,-157.8726868,4
286810,909,33.13551878,-96.81994158,3
101702,346,47.61203324,-122.33530459999999,10
331893,1108,21.29036652,-157.84220430000002,4
223102,687,41.79739203,-73.12090327,1
513984,1982,21.449334,-158.00558569999998,4
141915,460,35.90333845,-78.93270135,13
284095,900,34.042013700000005,-84.05333427,32
369558,1256,41.897869,-87.62392759,17
65166,226,32.95406135,-96.88825607,3
502017,1916,19.75018133,-70.40827192,23
340191,1146,34.13555613,-118.36107790000001,9
629120,2678,44.02561927,-92.45098485,12
784160,3328,28.09511425,-97.0368563,15
479545,1746,43.16031761,-77.59081364,33
382573,1307,37.32099413,-121.9477916,5
796327,3360,30.61828468,-96.34618203,41
1044757,4799,32.8179064,-96.6309677,3
616329,2617,32.75181277,-117.1972192,46
784416,3328,30.27274802,-97.74361662,49
260204,823,26.10051398,-80.11996238,7
675668,2892,49.16972245,-123.1367632,10
954297,4411,36.14136183,-95.97464293,25
667523,2853,43.0856961,-79.06611459999999,33
600106,2514,36.10668568,-115.29804579999998,21
269125,854,32.92448581,-96.77943194,3
929250,4231,37.7720367,-122.23571869999999,5
613295,2608,33.64970415,-117.74322749999999,46
477954,1739,45.522676700000005,-122.6733613,36
719003,3105,33.099498100000005,-96.80465428,3
901623,3964,46.25020468,-119.11609320000001,38
146106,472,37.80405163,-122.40288729999999,5
18706,98,30.26783823,-97.74729252,49
250052,777,34.06809147,-118.2326612,9
386055,1324,33.85860802,-118.007425,9
942441,4318,47.65120267,-122.34731200000002,10
471627,1695,32.67795924,-97.19642904,3
154844,490,30.42288063,-97.70012855,49
919001,4150,30.38916703,-97.7528005,49
664995,2841,32.94222209,-97.13121325,3
1044171,4799,35.47800737,-97.50279664,25
656473,2807,35.13759717,-85.24629693,32
666888,2845,37.33905793,-79.23822021,13
254214,786,42.37252735,-71.11982077,26
493667,1827,21.33865974,-158.0674803,4
119217,401,30.55429658,-97.68985328,49
53369,201,37.75050008,-122.4182949,5
728132,3129,47.68209758,-122.37753870000002,10
874249,3743,39.11902872,-100.8106122,8
735308,3158,39.20107095,-77.24666842,20
785703,3331,32.81240883,-96.75342127,3
597381,2493,29.78535823,-95.46468006,41
956428,4435,33.75907432,-84.39413622,32
952157,4395,37.79797695,-122.4219775,5
804002,3384,47.65329058,-122.30586650000001,10
459767,1639,32.79658589,-80.02873295,42
164160,515,30.26866744,-97.75054336,49
734290,3157,39.02989193,-95.76266083,14
832680,3464,41.75683547,-72.88436158,1
998115,4634,32.94959762,-96.78351608,3
800868,3380,30.24537875,-97.78044462,49
732836,3156,29.541479100000004,-95.14891597,41
652341,2786,51.44912616,-2.580199242,27
96114,334,30.26705511,-97.75778532,49
96342,335,30.21413982,-97.82908043,49
601679,2521,29.30475353,-94.78173493,41
451568,1594,18.42134889,-66.06699821,23
385234,1319,30.54264397,-97.77678128,49
244228,753,37.78593063,-122.27877620000001,5
105861,351,39.03925262,-94.58607985,14
527508,2066,36.08489875,-115.1490784,21
665926,2845,37.36186893,-79.16576386,13
428360,1479,41.22688112,-73.07091572,1
306401,991,40.7358441,-73.99038792,1
451203,1591,35.14254928,-89.79327679,39
510733,1957,36.10162138,-115.2810645,21
385316,1319,30.47841441,-97.84144878,49
794329,3354,55.95160210000001,-3.191804467,44
149756,476,37.75812888,-122.388251,5
171502,533,32.79395792,-96.80185272,3
941102,4308,38.83200042,-77.19464797,20
374527,1274,40.76858987,-73.98298502,1
1039214,4793,42.52033578,-70.90518236,26
803290,3383,30.26447904,-97.73841977,49
493930,1827,21.27929735,-157.78795390000002,4
550147,2236,37.087701200000005,-94.47636127,37
483871,1766,43.02867687,-81.27819267,40
384491,1313,37.2501902,-121.8287337,5
450741,1591,33.52255371,-86.80948018,16
98623,337,30.26557249,-97.73833394,49
422164,1444,36.11617553,-115.1714158,21
876045,3754,30.46718872,-97.79511094,49
115647,383,40.035377000000004,-76.33292845,43
485117,1773,30.14165775,-97.83276582,49
932086,4257,33.68116289,-117.86363929999999,9
887244,3824,30.25573099,-97.76338577,49
200132,607,40.74248994,-73.98990615,1
448491,1573,40.81471119,-74.16152035,1
1034779,4781,32.8112257,-96.81101433,3
15896,85,37.43066253,-122.1515624,5
357859,1201,39.95217598,-75.16108849,43
243724,753,37.61540843,-122.0878453,5
505746,1926,29.72910742,-95.3846419,41
217408,676,39.37848345,-84.2208344,34
169691,531,32.91903722,-117.12123000000001,46
562169,2305,33.81206503,-117.9190063,9
633223,2700,43.04154353,-87.92379856,17
246670,763,38.65190682,-77.29472383,20
98475,337,35.477281299999994,-97.51275975,25
222108,687,41.55219361,-73.03791899999999,1
834336,3475,29.94580132,-90.0743995,24
911383,4073,29.9680678,-95.53410385,41
614599,2613,37.76958678,-122.43270279999999,5
1026050,4750,40.71958307,-73.99793029,1
258929,819,30.22137492,-97.71000013,49
19750,101,37.37823991,-122.03248500000001,5
19174,98,30.25414147,-97.76231722,49
937504,4283,21.33268361,-157.9270506,4
101548,343,39.0142536,-94.59282158,14
596933,2488,33.39453838,-111.68303459999998,0
646263,2758,36.86253726,-75.97848415,20
117995,395,43.76861405,-79.18875107,33
943214,4318,47.611193,-122.34485,10
437719,1516,33.6409149,-84.43266445,32
783450,3327,32.6831906,-97.12883719999999,3
244315,753,37.77916,-122.42007,5
697544,3003,45.49925148,-73.57329608,30
297937,956,30.11719697,-97.31380463,49
978919,4535,51.15663801,-0.161018372,2
561584,2300,36.04142782,-115.0401218,21
93579,327,30.26910295,-97.74939537,49
411757,1406,42.32574538,-83.0762784,11
901445,3964,46.225193100000006,-119.2102861,38
891472,3865,30.23424376,-97.7622773,49
428638,1479,41.77556177,-70.00693388,26
765218,3252,42.37349831,-71.11900806,26
935304,4279,38.91086632,-94.37544355,14
695972,2998,48.03254247,-122.18047560000001,10
143668,469,36.02534486,-115.08697990000002,21
552572,2244,37.53187578,-122.26538659999999,5
268771,854,32.41737123,-97.22259667,3
822812,3439,32.87541534,-96.76833987,3
778457,3299,32.9076953,-96.95960605,3
301207,976,43.00013010000001,-88.02300956,17
918626,4149,34.84448641,-82.40182757,32
795931,3359,30.27157187,-97.7374649,49
186504,573,37.7828594,-122.4099029,5
495061,1827,21.41980788,-157.80536809999998,4
615285,2615,37.68191087,-97.22836209,25
945623,4340,37.41136547,-122.094369,5
863810,3667,30.27029828,-97.75464177,49
804792,3384,48.08320727,-121.9695132,10
113826,381,32.90400542,-97.31406138,3
781571,3312,36.3349289,-94.18578033,37
1046179,4804,30.22669191,-97.76047826,49
92569,323,30.30174448,-97.74489731,49
683073,2930,32.97786993,-96.76754518,3
38632,158,33.8739115,-84.42245603,32
116784,390,38.83299919,-94.64287828,14
718902,3105,32.93701112,-96.820249,3
749518,3219,39.85456942,-84.27263565,34
687906,2962,32.90915632,-96.55993688,3
892745,3885,47.61822373,-122.34714029999999,10
623434,2649,30.28185698,-97.74124146,49
957320,4435,33.77115522,-84.38845748,32
973251,4517,42.20529082,-71.5454798,26
251276,782,34.0371821,-118.27545049999999,9
84859,291,27.90334169,-82.74914145,22
746093,3206,33.49987434,-86.79383755,16
316822,1033,33.46573358,-112.08522260000001,0
151452,483,30.39264472,-97.71643639,49
421209,1440,50.11718824,-122.955052,10
199469,603,36.12186088,-115.17010690000001,21
714413,3086,41.31191985,-72.93354007,1
454419,1614,39.74783398,-75.5456094,43
320385,1055,41.93267498,-87.6500454,17
926080,4209,38.99411407,-94.66704369,14
269042,854,32.83975306,-96.91095829,3
172556,534,39.24536732,-94.46078493,14
1010029,4683,42.326643700000005,-71.43652218,26
529158,2082,41.2783121,-72.4679426,1
993152,4617,35.02975285,-97.93450687,25
764092,3252,42.35860893,-71.06001075,26
704463,3018,30.31539497,-97.73402631,49
531461,2100,43.23987544,-79.77017283,33
588579,2413,32.731258000000004,-117.15136499999998,46
274602,869,45.04101475,-93.28702337,12
862064,3661,32.8764175,-96.8979017,3
392247,1351,32.90602344,-97.0372036,3
915072,4103,30.27073378,-97.753703,49
780635,3305,37.86984085,-122.3004699,5
418238,1429,36.02958892,-115.0856534,21
767995,3265,38.93521097,-77.36416698,20
331708,1108,21.38503145,-157.939555,4
881657,3773,33.04041745,-97.02662587,3
850815,3574,30.26896396,-97.74050117,49
484937,1773,30.08486853,-97.82234637,49
622606,2638,41.5207778,-88.15499908,17
363782,1243,36.61687233,-121.9010465,5
207124,633,35.24688959,-91.76694274,39
808990,3395,33.10102402,-96.68775558,3
646127,2758,37.26897589,-76.6863018,20
71559,244,33.60944715,-117.2384798,46
415566,1416,32.85284081,-96.76861882,3
580644,2365,34.24461415,-116.88234109999999,46
573222,2355,32.71383085,-117.16357959999999,46
57493,211,41.88654404,-87.62758613,17
386619,1326,53.25764015,-2.125725746,27
192534,582,30.24536132,-97.77909278,49
37014,156,30.37065222,-97.72753867,49
458902,1636,29.70744656,-95.46901872,41
783241,3325,30.37356503,-97.7498125,49
669123,2859,40.41645358,-74.44419968,1
752867,3227,35.81399435,-78.90513223,13
569958,2344,45.0542205,-93.32271768,12
120377,401,30.42676923,-97.74056554,49
955276,4425,37.77216494,-122.4227571,5
820461,3433,40.44594671,-79.95336759,40
983948,4570,50.82195078,-0.14134233300000001,2
747216,3207,38.34828161,-75.60541576,43
735554,3158,39.20344639,-77.24842684,20
752033,3223,39.35157895,-83.38818848,34
254555,786,42.37240846,-71.11940503,26
116288,384,41.95623635,-85.31647778,11
564703,2319,30.26820877,-97.74246991,49
118782,399,37.39602982,-122.10180049999998,5
27551,124,37.79479437,-122.400148,5
738987,3167,33.59683729,-112.2190869,0
939516,4302,40.76399073,-111.88567409999999,28
181176,552,51.49651724,-0.12940526,2
998559,4636,50.83088382,-0.14749283300000002,2
942574,4318,47.59831397,-122.32294679999998,10
335476,1120,37.77575216,-122.419045,5
42236,170,30.27143238,-97.73973942,49
828634,3452,33.63810207,-117.6805304,46
943253,4318,47.61144547,-122.34345549999999,10
331960,1108,30.268471,-97.744632,49
919556,4151,30.268471,-97.744632,49
120218,401,30.40312022,-97.72474051,49
1022984,4742,39.93046688,-75.16296652,43
689242,2964,40.72353486,-73.99802685,1
87919,308,40.77681239,-73.97611856,1
328488,1098,27.69386262,-97.44904535,15
887274,3824,30.27958318,-97.75946797,49
324081,1075,38.897572700000005,-77.00763575,20
111670,375,30.61605021,-96.34022713,41
522525,2040,39.95124485,-75.16354642,43
994878,4623,32.947611800000004,-96.81392668,3
543862,2198,33.63246102,-117.91767809999999,9
148392,475,32.93289685,-97.07831287,3
677667,2900,37.97620857,-122.0660919,5
645517,2755,37.78187933,-122.40445679999999,5
888051,3833,37.78312959,-122.40387439999999,5
373756,1274,40.76409998,-73.97064583,1
455729,1618,41.7240244,-87.669788,17
892500,3878,33.08998832,-96.80503818,3
898914,3935,32.8703895,-96.77300122,3
494584,1827,21.30090008,-157.8548589,4
302581,978,34.74592202,-92.31514382,39
993466,4617,35.64925842,-97.42103934,25
565137,2319,30.25044843,-97.75492072,49
770322,3273,32.94090658,-97.12843425,3
396495,1359,43.6770367,-79.62078154,33
692295,2971,33.99268131,-117.92844769999999,9
981105,4547,33.55997612,-117.12207120000001,46
392342,1351,38.91165605,-77.05021977,20
741832,3183,33.00295925,-96.98137953,3
3598,18,33.13762513,-117.1891341,46
23056,112,30.33615377,-97.72032752,49
1036290,4785,51.51743222,-0.088729133,2
1017153,4717,32.59970968,-96.94421932,3
130210,436,28.52035148,-81.58615466,22
833330,3470,34.14618373,-118.1185466,9
1024420,4748,37.43318618,-121.8929164,5
178495,547,30.29455303,-97.78488635,49
452577,1594,18.40857871,-66.10331476,23
896757,3915,30.44493233,-97.78564811,49
634893,2704,38.83168148,-77.10839426,20
806729,3392,41.57020361,-93.80368352,14
851662,3579,45.48744073,-122.8915858,36
507603,1940,41.66634173,-86.89483133,17
977112,4533,28.40057408,-81.58320665,22
573919,2356,32.95727007,-97.27634113,3
757268,3235,41.97802863,-87.90367126,17
731180,3154,33.83641695,-84.33068697,32
989532,4598,30.20155733,-97.66712666,49
419998,1434,38.868252000000005,-77.14271405,20
770626,3273,32.8598526,-97.21818924,3
7509,35,33.15284135,-96.83368298,3
58879,213,40.45743638,-106.8042608,8
775826,3293,34.88151795,-76.90707232,13
806583,3392,41.56046575,-93.78399085,14
483870,1766,43.02830605,-81.28503084,40
262677,832,34.0978076,-118.34446080000001,9
683490,2935,33.68243455,-111.9226882,0
827671,3448,45.106208200000005,-93.45482058,12
764801,3252,41.92216535,-87.88403749,17
726254,3128,37.32244457,-121.9480598,5
528845,2080,40.759578000000005,-73.985463,1
1001828,4657,32.79202903,-96.778937,3
293432,941,32.28354237,-110.94475530000001,0
257013,807,47.62980593,-122.37225249999999,10
125597,414,33.63956033,-111.8917272,0
43050,172,30.26790958,-97.74931242,49
494618,1827,21.33995115,-157.8670689,4
138888,451,34.28265612,-118.86891990000001,9
339803,1146,36.12715586,-115.1706541,21
1032030,4771,40.79856627,-74.34357047,1
931818,4257,33.64313656,-117.5992817,46
659722,2815,47.6247059,-122.1536886,10
735262,3158,42.34638119,-71.08419299,26
633811,2703,38.62770379999999,-90.33831167,31
731815,3155,33.43542096,-112.01406809999999,0
798619,3371,37.60069223,-122.3868311,5
471552,1695,32.47846037,-99.69860857,3
148596,475,32.88993419,-96.97549279,3
547749,2211,28.45253394,-81.39882088,22
82010,276,30.26871377,-97.73601651,49
723362,3119,32.93749617,-97.18334912,3
837810,3480,40.77420437,-73.98126841,1
190864,578,40.71204473,-74.00958717,1
891709,3870,40.74668118,-73.99141171,1
981251,4547,33.55997612,-117.12207120000001,46
979981,4542,32.94229853,-117.22285090000001,46
207083,633,35.24740654,-91.68717384,39
78655,267,32.72260665,-97.35901593,3
645644,2755,37.61578666,-122.3909461,5
1008254,4678,32.93054222,-97.08967923,3
39499,163,30.23088497,-97.73492209999999,49
384824,1317,28.36739623,-81.54818929999999,22
2117,2,34.04636934,-118.42835890000002,9
393474,1352,35.49340695,-97.54798318,25
526638,2059,44.23513407,-79.44936435,33
385676,1323,53.38857743,-2.391490433,27
85252,291,27.9166229,-82.75022779999999,22
954728,4420,37.81406068,-122.26426000000001,5
1026973,4753,41.61541755,-87.855175,17
96649,335,29.42589327,-98.48601137,49
747670,3207,38.36308968,-75.60521209999999,43
147513,472,37.80405163,-122.40288729999999,5
76620,256,39.04251337,-94.58762883,14
681061,2922,38.80805182,-77.08956425,20
118250,395,43.71002444,-79.36344927,33
513830,1982,21.33219998,-158.0833579,4
722148,3118,35.5816826,-97.45266913,25
148073,475,32.89342207,-96.90557682,3
631957,2689,42.36954193,-122.8776267,36
782500,3315,35.40827838,-94.37225019,37
240987,743,32.22246426,-110.9670666,0
944353,4319,47.6546904,-122.0689949,10
900484,3947,30.2645161,-97.73836613,49
5723,22,25.79479092,-80.27933121,7
241600,745,37.323592299999994,-121.93502439999999,5
849489,3563,45.516948799999994,-122.60177279999999,36
358388,1202,39.96055737,-75.15446975,43
674296,2884,41.56927687,-72.3284079,26
515947,2000,32.90761967,-96.80564086,3
654421,2798,40.71940252,-74.006019,1
584883,2396,21.29107105,-157.8435274,4
191226,578,40.74442019,-73.98721218,1
130064,436,28.44979905,-81.48858666,22
381248,1304,33.9876906,-117.90632099999999,9
4437,22,40.76125212,-73.97804976,1
939324,4302,37.78189951,-122.39206429999999,5
349207,1176,36.06318027,-115.04576200000001,21
488696,1786,40.73850959,-73.61356081,1
600140,2514,36.10058068,-115.1653862,21
478831,1742,39.98142393,-83.00460711,34
796735,3360,33.0965585,-96.89218639,3
486065,1776,42.63424288,-82.85268545,11
463378,1661,26.34711395,-80.08799315,7
196060,588,30.26658253,-97.73696065,49
148957,475,32.79851223,-96.79472208,3
636724,2707,40.01909963,-75.68393612,43
948279,4368,37.78146571,-122.39877320000001,5
1045035,4800,33.70255942,-117.88595079999999,9
219494,680,21.30451885,-157.85763490000002,4
347733,1174,37.37026984,-121.92978959999999,5
274235,869,44.85581643,-93.24264152,12
899998,3944,32.96666828,-96.82096527,3
234561,728,39.70042625,-104.87631470000001,8
97212,336,40.72606403,-73.98954945,1
94363,329,39.15914872,-75.51114472,43
105932,353,30.31253304,-97.70485997,49
133975,444,28.45416582,-81.39928758,22
635954,2706,30.25283808,-97.68848192,49
718591,3105,32.83126828,-96.78012433,3
626513,2660,34.14794860000001,-118.1395325,9
42983,172,30.26721264,-97.74932563,49
624325,2653,32.81490247,-79.84307145,42
931552,4256,37.37552172,-122.0637412,5
200019,606,40.01676509,-105.27927609999999,8
717584,3102,28.11239806,-82.75585405,22
1024110,4748,40.77045059,-111.89232949999999,28
878806,3760,32.84188732,-97.2407281,3
1016832,4717,32.76204628,-97.06462266,3
68045,240,37.79779,-122.4309325,5
767356,3265,38.96164343,-77.35849275,20
61130,219,35.31936077,-97.48538637,25
149687,476,37.61635606,-122.38615039999999,5
1046535,4804,35.52504226,-97.54673206,25
478373,1741,33.76178278,-96.58048902,3
91231,322,41.9653809,-87.83633708,17
189111,576,39.04037752,-94.59317572,14
705391,3026,39.90965938,-86.1020233,34
267983,849,37.77252958,-122.4407258,5
603743,2539,30.51606755,-97.68918868,49
91794,323,30.30044532,-97.71969795,49
158961,497,44.94199278,-93.61863609999999,12
32720,138,30.10245943,-98.0131987,49
727793,3129,47.6697422,-122.3746182,10
226704,697,37.61635606,-122.38615039999999,5
374818,1274,33.76260362,-84.35795811,32
84713,290,30.27008516,-97.73605406,49
728725,3137,44.02159955,-92.46653339,12
978607,4535,50.82164829999999,-0.138659477,2
956660,4435,33.80443473,-84.41357149,32
194870,585,25.74948932,-80.25880826,7
610621,2592,43.64911871,-79.39557552,33
400527,1381,36.1433807,-115.14280670000001,21
94145,329,39.158538799999995,-75.55130943,43
132801,443,36.0662798,-94.16405885,37
662917,2826,42.03550761,-93.63227587,12
905283,3999,45.51385797,-73.56268287,30
766552,3259,44.83613849,-93.40001106,12
558154,2277,35.19876255,-111.647473,0
716458,3090,39.11998927,-77.16501832,20
943119,4318,47.61081474,-122.3390491,10
150160,476,54.59784484,-5.925976038,44
919308,4151,30.26379347,-97.7419281,49
128750,430,45.52092078,-122.68150449999999,36
640810,2730,42.89999415,-70.8709253,26
4115,19,30.27360886,-97.73273545,49
294076,946,30.17918205,-98.7561652,49
215613,668,34.14228219,-118.2335406,9
682212,2926,38.69936438,-121.34882890000002,5
663301,2828,34.06484708,-117.1960774,46
82957,282,32.78513823,-96.78189877,3
628511,2674,37.79803223,-122.40525159999999,5
461761,1651,33.76183193,-84.33997035,32
828763,3453,40.758292,-73.832635,1
684331,2941,32.59248847,-96.93668537,3
181820,555,21.28424163,-157.8143345,4
433325,1497,19.38903815,-99.18735981,35
962036,4476,37.87948295,-122.30277199999999,5
747791,3207,40.75323087,-73.98218036,1
335450,1120,37.79867914,-122.40784939999999,5
968342,4494,32.74425955,-96.44718422,3
847981,3548,37.79566105,-122.39254469999999,5
223628,691,40.20738065,-80.25769114,40
452035,1594,18.403088399999998,-66.05448658,23
65401,227,30.35688258,-97.7567405,49
149342,475,33.08966273,-96.8445881,3
147869,475,32.79408246,-96.79582417,3
906228,3999,45.48804245,-73.58569622,30
617806,2629,33.44720939,-86.7289997,16
630593,2685,38.92459829999999,-77.03662778,20
885204,3813,28.49898913,-81.71923249999999,22
357879,1201,39.94880366,-75.16759549999999,43
1011902,4687,34.196107299999994,-118.3545378,9
935150,4279,38.85067578,-94.38122883,14
393946,1353,42.27567291,-87.90034485,17
265225,842,40.80731292,-73.9625144,1
978436,4535,50.82343761,-0.14490366,2
270484,859,33.27832691,-111.7919732,0
1030283,4764,30.28618824,-97.73933172,49
788535,3340,32.85084183,-97.11286198,3
753082,3227,35.8178737,-78.84047368,13
27879,125,32.76918868,-96.79789720000001,3
962546,4478,37.84462552,-122.2512197,5
997601,4633,51.51326582,-0.158545977,2
869582,3700,30.08253479,-95.63062286,41
1018029,4717,32.97064662,-97.15782879999999,3
938984,4300,41.34110612,-8.474064514,45
657384,2810,32.81834347,-96.81320258,3
65237,227,30.37082952,-97.75619477,49
985344,4585,41.88678366,-87.62581587,17
335109,1114,40.48531028,-88.95080566,31
656791,2809,29.53158796,-95.28715432,41
142060,460,35.99898928,-78.90885092,13
944828,4323,53.42137442,-113.4906149,29
200731,614,35.47498017,-97.51959463,25
882891,3784,37.64517735,-120.99846709999998,5
938790,4299,45.52462517,-122.680097,36
522082,2035,32.827182799999996,-96.88628270000001,3
307351,993,35.22028833,-80.9468928,42
608483,2578,38.89616683,-77.02186062,20
1032926,4773,49.27980508,-123.1076608,10
281243,893,41.6943222,-86.18981640000001,17
831052,3463,36.61604753,-121.8999719,5
362852,1235,54.58834887,-5.8793762329999995,44
38170,158,37.43195336,-122.1042019,5
830771,3463,32.6030103,-85.48760300000001,16
142709,465,37.41576029,-122.1525514,5
273573,869,44.97430119,-93.23445439,12
601786,2521,38.64211512,-77.29744434,20
562202,2305,42.60241091,-114.4533348,28
1040734,4794,41.98236733,-87.88393021,17
124724,413,37.87087973,-122.2678291,5
369704,1256,37.61678987,-122.3888626,5
385826,1323,51.89996493,-2.0759903000000004,27
387862,1335,51.50259867,-0.113232136,2
509971,1948,33.6691086,-96.9066022,3
444451,1544,39.766748,-86.161733,34
589474,2413,33.07062028,-117.06624140000001,46
896195,3914,30.20155733,-97.66712666,49
275592,874,38.71422535,-75.11416345,43
282524,898,37.29160315,-121.9586997,5
247349,771,51.6295141,-0.7551383970000001,2
291998,932,35.706472,-81.311082,42
818616,3426,30.32860947,-97.71620102,49
1010902,4686,28.5426908,-81.37016899999999,22
303745,984,51.50341443,-0.12409206699999999,2
427455,1479,39.17002028,-75.54720493,43
326736,1082,51.505570399999996,-0.0754215,2
902307,3969,51.52687935,-0.128545414,2
476799,1726,36.48693611,-4.954404831000001,18
109462,363,30.20155733,-97.66712666,49
949157,4370,33.99813332,-118.1450862,9
339389,1146,36.13104671,-115.15092369999999,21
891260,3861,29.48370303,-98.60125915,49
612374,2602,57.14367318,-2.098731995,44
888476,3834,45.51296132,-122.83613340000001,36
346980,1174,33.94353796,-118.40716840000002,9
340428,1146,36.12075158,-115.1739693,21
866100,3682,30.27274802,-97.74361662,49
570769,2344,45.01254878,-93.17137957,12
52932,197,37.76498337,-122.4204972,5
286863,909,33.13196303,-96.82223082,3
637516,2713,30.31103348,-97.96275472,49
191061,578,40.7442251,-73.98746967,1
287684,914,33.7706687,-84.35191205,32
840929,3497,32.77685629,-97.34555125,3
100026,341,40.24121915,-77.06139654,20
1025258,4749,41.88251832,-87.64049292,17
677770,2901,38.01747049,-84.41933138,34
785128,3328,30.27530644,-97.7408123,49
961994,4475,37.32957737,-121.96245719999999,5
767865,3265,39.00071262,-77.45017167,20
610956,2593,38.95053887,-77.34915834,20
1043210,4797,32.81361293,-96.81418848,3
396841,1359,43.65416714,-79.37895191,33
943494,4319,47.66476597,-122.3144925,10
526642,2059,43.64986075,-79.38067045,33
379959,1303,39.98619605,-75.20622253,43
854155,3592,30.445448600000002,-97.7775582,49
840672,3493,29.79251042,-95.52157662,41
86332,295,37.41789059,-122.0255327,5
725321,3126,34.0699234,-117.26184840000002,46
58120,211,30.26545202,-97.7384305,49
401644,1384,51.42024998,-0.078523217,2
43817,174,21.33319329,-157.9205704,4
816851,3418,32.952075,-96.721083,3
